"Establishment number","Name of the operator","Location Address","Mailing Address","Function Codes","Telephone Number","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
305,"FLORENTINA FOODS LTD.","760 SUPERTEST ROAD   TORONTO ON M3J 2M5","   "," 6fx 11D","(416) 661-0906 (416) 661-6568/F",43.775952,-79.478989,1,rooftop,"760 Supertest Rd",,"North York, ON M3J",760,"Supertest Rd",,,"North York",ON,,M3J,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
306,"7870442 CANADA INC.Also Doing Business As Name:   LES ALIMENTS SUPREME","5445 RUE RAMSAY   ST-HUBERT QC J3Y 2S3","   "," 3f 6f 11D","(450) 443-0808 (450) 443-6021/F",45.46728,-73.428231,1,rooftop,"5445 Ramsay",,"Saint-Hubert, QC J3Y",5445,Ramsay,,,Saint-Hubert,QC,,J3Y,CA,"Longueuil (CC BY 4.0)"
309,"9178-4710 QU�BEC INC.Also Doing Business As Name:   MARVID POULTRY CANADA","10039-10041; AVENUE DE ROME   MONTREAL-NORD QC H1H 4N3","   "," 3f 6f 11DK","(514) 448-6471 (514) 448-6473/F (514) 448-6471/I",45.581664,-73.634646,0.99,rooftop,"10039 Ave De Rome",,"Montreal-Nord, QC H1H",10039,"Ave De Rome",,,Montreal-Nord,QC,,H1H,CA,Montreal
310,"KING COLE KITCHENS LIMITEDAlso Doing Business As Name:   SOUS VIDE CANADA LIMITED : KING COLE DUCKS LIMITED","1039 MIDWAY BLVD.   MISSISSAUGA ON L5T 2C1","   "," 3fx 4Y 6fx 11AD","(905) 670-5388 (905) 670-7754/F",43.660932,-79.674235,1,rooftop,"1039 Mid-Way Blvd",,"Mississauga, ON L5T",1039,"Mid-Way Blvd",,,Mississauga,ON,,L5T,CA,"Peel Region"
311,"EXCELDOR COOP�RATIVE/EXCELDOR COOPERATIVE","1000 ROUTE B�GIN;   ST-ANSELME QC G0R 2N0","   ","1f 3f 6f 9B 11ADG","(418) 885-4451 (418) 885-4803/F (418) 885-4451/I",46.467246,-70.825622,0.58,street_center,"Reed Rte",,"Frampton, QC G0R",,"Reed Rte",,,Frampton,QC,,G0R,CA,"CanVec+ by Natural Resources Canada"
313,"H. HEIN FOODS LTD.","BAY 7; 6112 30TH STREET S.E.   CALGARY AB T2C 2A6","   "," 3fx 6fx","(403) 236-2653 (403) 212-0421/F",50.999292,-113.986953,1,place,,,"Calgary, AB T2C",,,,,Calgary,AB,,T2C,CA,"CanVec+ by Natural Resources Canada"
314,"SUNRISE POULTRY PROCESSORS LTD.Also Doing Business As Name:   SUNRISE FARMS","13542-73A AVENUE   SURREY BC V3W 1C9","13538 73 AVENUE   SURREY BC V3W 2R6","1f 3f 6f 11ADGV","(604) 596-9505 (604) 593-3915/F",49.136368,-122.847758,1,rooftop,"13542 73A Ave",,"Surrey, BC V3W",13542,"73A Ave",,,Surrey,BC,,V3W,CA,"City of Surrey Open Government License - Surrey 2.0"
315,"OCEAN PIER INC.","20 PATTISON STREET   SCOUDOUC NB E4P 3R4","   "," 6fx 11D","(506) 532-3010 (506) 532-4345/F",46.16949,-64.583301,0.7,street_center,"Pattison St",,"Scoudouc, NB E4P",,"Pattison St",,,Scoudouc,NB,,E4P,CA,"CanVec+ by Natural Resources Canada"
316,"SOFINA FOODS INC./ALIMENTS SOFINA INC.Also Doing Business As Name:   JANES FAMILY FOODS","401 CANARCTIC DRIVE   TORONTO ON M3J 2P9","3340 ORLANDO DRIVE   MISSISSAUGA ON L4V 1C7"," 3f 6fx 9B/US 11D","(416) 665-6104 (416) 665-8031/F (416) 665-0518/I",43.776418,-79.486311,1,rooftop,"401 Canarctic Dr",,"North York, ON M3J",401,"Canarctic Dr",,,"North York",ON,,M3J,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
319,"METRO RICHELIEU INC.Also Doing Business As Name:   BOEUF M�RITE","11701 BOULEVARD ALBERT HUDON   MONTREAL-NORD QC H1G 3K6","   "," 7Y 11D","(514) 328-8000 (514) 328-8031/F",45.617486,-73.609955,1,rooftop,"11701 Boul Albert-Hudon",,"Montreal-Nord, QC H1G",11701,"Boul Albert-Hudon",,,Montreal-Nord,QC,,H1G,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
321,"MILTON CUSTOM MEATS INC.","251 NIPISSING ROAD   MILTON ON L9T 4Z5","   "," 3fx 9BC/US 11AD","(905) 636-6868 (905) 878-2849/F",43.520574,-79.868159,1,rooftop,"251 Nipissing Rd",,"Milton, ON L9T",251,"Nipissing Rd",,,Milton,ON,,L9T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
322,"OLYMEL S.E.C./OLYMEL L.P.","14 WESTWYN COURT   Brampton ON L6T 4T5","14 WESTWYN COURT   Brampton ON L6T 4T5"," 3f 6f(15; 16) 11D","(450)771-0400 (450)773-6436/F",43.686443,-79.694053,1,rooftop,"14 Westwyn Ct",,"Brampton, ON L6T",14,"Westwyn Ct",,,Brampton,ON,,L6T,CA,"City of Brampton (City of Brampton CC-BY 4.0)"
324,"TNT FOODS INTERNATIONAL INC.","6960 PACIFIC CIRCLE   MISSISSAUGA ON L5T 1N8","   "," 3f 6f 11D","(905) 564-2442 (905) 564-1316/F",43.662913,-79.684299,0.87,nearest_rooftop_match,"6930 Pacific Cir",,"Mississauga, ON L5T",6930,"Pacific Cir",,,Mississauga,ON,,L5T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
325,"LESTERS FOODS LIMITED - LES ALIMENTS LESTERS LIMITEE","2105 BOULEVARD INDUSTRIEL;   LAVAL QC H7S 1P7","   "," 3x 6fx 9B 11D","(450) 629-1109 (450) 629-1710/F Ext. 154/I",45.578825,-73.728392,1,rooftop,"2105 Boul Industriel",,"Laval, QC H7S",2105,"Boul Industriel",,,Laval,QC,,H7S,CA,Laval
326,"CONCORD PREMIUM MEATS LTD.Also Doing Business As Name:   MARCANGELO FOODS : CONCORD PREMIUM FOODS : BLACK RIVER ANGUS COMPANY LIMITED : CENTRAL PARK DELI : BLACK VALLEY ANGUS COMPANY LIMITED : MARCANGELO - LES ALIMENTS SKOULAKIS-SKOULAKIS : COUNTY CREEK MEAT COMPANY LIMITED : CONNIES KITCHEN","6481 EDWARDS BLVD.   MISSISSAUGA ON L5T 2V2","125 EDILCAN DRIVE   VAUGHAN ON L4K 3S6"," 3x 6fx 11D","(905) 564-0786 (905) 564-6844/F",43.638405,-79.689702,1,rooftop,"6481 Edwards Blvd",,"Mississauga, ON L5T",6481,"Edwards Blvd",,,Mississauga,ON,,L5T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
327,"MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   ALIMENT CAPPOLA; ALIMENTS MINA; BON APPETIT MEATS; CANA FOODS; CAPPOLA FOOD; CLEARVIEW TURKEY FARMS; COLD SPRINGS FARM; DEVOUR JERKY; DEVOUR MEATS; EMBALLAGES DE VIANDE HUB; EMBALLAGES LARSEN; FERME COLD SPRINGS; FLEETWOOD SAUSAGE; GREENFIELD FOOD PRODUCTS; GREENFIELD; GREENFIELD NATURAL MEATS; GREENFIELD NATURAL MEAT CO.; HORIZON POULTRY; HUB MEAT PACKERS; HUB MEATS; HYGRADE FOODS; J.M. SCHNEIDER; LARSEN PACKERS; LES ALIMENTS DE CONSOMMATION MAPLE LEAF; LES ALIMENTS MAPLE LEAF; LES ALIMENTS SCHNEIDER; LES ALIMENTS SCHNEIDER; LES ALIMENTS SHOPSY'S; LES VIANDES BON APPETIT; LES VIANDES DEVOUR; LES VIANDES HUB; LES VIANDES MAPLE LEAF; LES VOLAILLES MAPLE LEAF; MAPLE LEAF AGRI-FARMS; MAPLE LEAF AGRI-FARMS; MAPLE LEAF CONSUMER FOODS; MAPLE LEAF FOOD SERVICE; MAPLE LEAF FOODS; MAPLE LEAF FRESH FOODS; MAPLE LEAF MEATS; MAPLE LEAF PORK; MAPLE LEAF POULTRY; MAPLE LEAF PREPARED MEATS; MINA; MINA FOODS; MITCHELL'S GOURMET FOODS; MOTHER JACKSON'S OPEN KITCHENS; PARADIGM FOOD GROUP; PASTA EXCELLENTE FOODS; PERFECT MANITOBA PULLETS; PRIME POULTRY; PORC MAPLE LEAF; PRODUCTEURS THAMES VALLEY; PRODUITS ALIMENTAIRES GREENFIELD; SCHNEIDER FOODS; SERVICE ALIMENTAIRE MAPLE LEAF; SHOPSY'S FOODS; TEND-R-FRESH POULTRY FARMS; THAMES VALLEY PROCESSORS; VANCOUVER FANCY MEATS; VIANDES NATURELLES GREENFIELD; VOLAILLE MAPLE LEAF","25 LEPAGE COURT   TORONTO ON M3J 3M3","6985 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A1"," 3x 6x 11AD","(416) 633-0389 (416) 633-0389/I (416) 633-8733/F",43.758121,-79.487036,1,rooftop,"25 Le Page Ct",,"North York, ON M3J",25,"Le Page Ct",,,"North York",ON,,M3J,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
328,"KITCHEN PARTNERS LIMITED","2545 - 96 STREET N.W.   EDMONTON AB T6N 1E3","   "," 6fx 11D","(780) 438-9300 (780) 438-9200/F",53.454561,-113.474937,1,place,,,"Edmonton, AB T6N",,,,,Edmonton,AB,,T6N,CA,"CanVec+ by Natural Resources Canada"
331,"GRAND RIVER FOODS LTD.","685 BOXWOOD DRIVE   CAMBRIDGE ON N3E 1A4","   "," 6fx 11D","(519) 653-3577 (519) 653-7595/F",43.431181,-80.369815,1,rooftop,"685 Boxwood Dr",,"Cambridge, ON N3E",685,"Boxwood Dr",,,Cambridge,ON,,N3E,CA,Waterloo
333,"OLYMEL S.E.C./OLYMEL L.P.Also Doing Business As Name:   OLYMEL S.E.C./L.P.; ALIMENTS PRINCE; S.E.C./PRINCE FOODS; L.P.;SUPRALIMENT S.E.C.","255; RUE ROCHELEAU   DRUMMONDVILLE QC J2C 7G2","   "," 6x 11ADFKV","(819) 475-3030 (819) 475-4164/F",45.877394,-72.545725,1,rooftop,"255 Rue Rocheleau",,"Drummondville, QC J2C",255,"Rue Rocheleau",,,Drummondville,QC,,J2C,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
334,"LES BOYAUX CONTINENTAL 1976 INC.","450 RUE ST-SIMON   STE. MADELEINE QC J0H 1S0","   "," 5Y 9C/US 11FH","(450) 795-3810 (450) 795-3565/F",45.595432,-73.097825,1,rooftop,"450 Rue Saint-Simon","Ste MADELEINE","Sainte-Madeleine, QC J0H",450,"Rue Saint-Simon",Ste,MADELEINE,Sainte-Madeleine,QC,,J0H,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
335,"DOLLAR FOOD MFG INC","1410 ODLUM DRIVE   VANCOUVER BC V5L 4X7","   "," 3fx 6fx 11AD","(604) 253-1422 (604) 253-2226/F (604) 253-7221/I",49.27209,-123.075804,1,rooftop,"1410 Odlum Dr",,"Vancouver, BC V5L",1410,"Odlum Dr",,,Vancouver,BC,,V5L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
336,"MARINI FOODS LTD.Also Doing Business As Name:   BONA FOODS LIMITED; REA FOODS INC.","184 TORYORK DRIVE   TORONTO ON M9L 1X6","   "," 3x 6x 11D","(416) 749-2466 (416) 749-2558/F (416) 749-5411/I",43.760653,-79.558861,0.89,nearest_rooftop_match,"194 Toryork Dr",,"North York, ON M9L",194,"Toryork Dr",,,"North York",ON,,M9L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
337,"SOFINA FOODS INC./ALIMENTS SOFINA INC.","1226 TRAFALGAR STREET   LONDON ON N5Z 1H5","   "," 6fx 11ADG","(519) 455-6060 (519) 455-0145/F (   )    -",42.983765,-81.202326,1,rooftop,"1226 Trafalgar St",,"London, ON N5Z",1226,"Trafalgar St",,,London,ON,,N5Z,CA,"City of London (Terms of Use – City of London Open Data These data sets are publicly available from the City under these Terms of Use.)"
338,"GENERAL MILLS CANADA CORPORATION/CORPORATION GENERAL MILLS CANADAAlso Doing Business As Name:   PILLSBURY BAKERIES & FOODSERVICE LTD.","1555B CHEVRIER BLVD   WINNIPEG MB R3T 1Y7","   "," 6x 11D","(204) 477-8338 (204) 477-8347/F Ext. 32/I",49.824577,-97.175639,0.99,rooftop,"1555 Chevrier Blvd",,"Winnipeg, MB R3T",1555,"Chevrier Blvd",,,Winnipeg,MB,,R3T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
340,"SOFINA FOODS INC/ALIMENTS SOFINA INCAlso Doing Business As Name:   SANTA MARIA FOODS","353 HUMBERLINE DRIVE   TORONTO ON M9W 5X3","100 COMMERCE VALLEY DRIVE WEST   MARKHAM ON L3T 0A1"," 6x 11ADK","(905) 790-1991 (905) 679-8263/F (   )    -",43.743525,-79.620119,1,rooftop,"353 Humberline Dr",,"Etobicoke, ON M9W",353,"Humberline Dr",,,Etobicoke,ON,,M9W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
341,"UNITED POULTRY CO. LTD.Also Doing Business As Name:   UNITED POULTRY","534 EAST CORDOVA STREET   VANCOUVER BC V6A 1L7","   ","1f 3f 11DV","(604) 255-9308 (604) 254-6581/F",49.281888,-123.092505,1,rooftop,"534 Cordova St E",,"Vancouver, BC V6A",534,"Cordova St E",,,Vancouver,BC,,V6A,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
345,"LES ALIMENTS PARADOR FOODS INC.","1060 BOUL. MICHELE-BOHEC; SUITE 103   BLAINVILLE QC J7C 5E2","   "," 6fx 9C/US 11D","(450) 430-7751 (450) 430-1379/F",45.666774,-73.896606,1,rooftop,"1060 Michèle-Bohec Blvd","Ste 103","Blainville, QC J7C",1060,"Michèle-Bohec Blvd",Ste,103,Blainville,QC,,J7C,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
347,"LES PLATS DU CHEF ULCAlso Doing Business As Name:   CUISINE ADVENTURES; PLATS DU CHEF; JONATHAN T","51; RUE KESMARK   DOLLARD-DES-ORMEAUX QC H9B 3J1","1700-666 BURRARD STREET PARK PLACE  VANCOUVER BC V6C 2X8"," 6fx 11D","(514) 685-9955 (514) 685-2602/F",45.484125,-73.801764,1,rooftop,"51 Rue Kesmark",,"Dollard-Des-Ormeaux, QC H9B",51,"Rue Kesmark",,,Dollard-Des-Ormeaux,QC,,H9B,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
348,"MAXI CANADA INC.","688 RUE DU PARC   ST-LIN-LAURENTIDES QC J5M 3B4","   "," 6f 9B/US 11AD","(450) 439-2500 (450) 439-6500/F",45.858995,-73.751084,1,rooftop,"688 Rue Du Parc",,"Saint-Lin-Laurentides, QC J5M",688,"Rue Du Parc",,,Saint-Lin-Laurentides,QC,,J5M,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
350,"PETER THE CHEF FINE FOOD LIMITED","401 HUMBERLINE DR.; SUITE #4   TORONTO ON M9W 6Y4","   "," 6fx 11D","(416) 674-5800 (416) 675-2027/F (416) 674-5800",43.7452,-79.620872,1,rooftop,"401 Humberline Dr","Ste 4","Etobicoke, ON M9W",401,"Humberline Dr",Ste,4,Etobicoke,ON,,M9W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
351,"GRAND RIVER FOODS LTD.","31100 WHEEL AVE.   ABBOTSFORD BC V2T 6G8","   "," 6fx 11AD","(604) 852-3760 (604) 852-5969/F (604) 852-7254/I",49.043624,-122.362775,1,rooftop,"31100 Wheel Ave",,"Abbotsford, BC V2T",31100,"Wheel Ave",,,Abbotsford,BC,,V2T,CA,"City of Abbotsford (City of Abbotsford Contains information licenced under the Open Government Licence – City of Abbotsford.)"
352A,"CARDINAL MEAT SPECIALISTS LIMITED","2396 STANFIELD ROAD   MISSISSAUGA ON L4Y 1S1","   "," 3fx 6fx 11D","(905) 279-1733 (905) 279-1323/F",43.599078,-79.584317,1,rooftop,"2396 Stanfield Rd",,"Mississauga, ON L4Y",2396,"Stanfield Rd",,,Mississauga,ON,,L4Y,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
353,"PASTIFICIO D'APRILE LTD.Also Doing Business As Name:   PASTA PASTA PASTA : PASTA PERFETTO","125 ANDERSON AVENUE   MARKHAM ON L6E 1A4","   "," 6fx 11D","(905) 471-0800 (905) 471-3834/F",43.902546,-79.263523,1,rooftop,"125 Anderson Ave",,"Markham, ON L6E",125,"Anderson Ave",,,Markham,ON,,L6E,CA,"York (York Region Contains public sector information made available under The Regional Municipality of York's Open Data Licence. CC-BY York Region)"
354,"OLYMEL S.E.C/OLYMEL L.PAlso Doing Business As Name:   OLYMEL S.E.C./L.P. : ALIMENTS PRINCE; S.E.C./PRINCE FOODS; L.P. :SUPRALIMENT S.E.C","183; ROUTE DU PR�SIDENT-KENNEDY   ST. HENRI QC G0R 3E0","   "," 6fx 11ADFV","(418) 882-2282 (418) 882-5212/F",46.676044,-71.088366,1,rooftop,"183 Rte Du Président-Kennedy",,"Levis, QC G0R",183,"Rte Du Président-Kennedy",,,Levis,QC,,G0R,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
355,"176819 CANADA INC.Also Doing Business As Name:   LES ALIMENTS SPECTRA : SPECTRA FOODS","19150 AVENUE CRUICKSHANK   BAIE D'URF� QC H9X 3P1","   "," 4Y","(514) 457-3030 (514) 497-5292/F",45.42833,-73.905467,1,rooftop,"19150 Ave Cruickshank",,"Baie-D'urfe, QC H9X",19150,"Ave Cruickshank",,,Baie-D'urfe,QC,,H9X,CA,Montreal
356,"NEWLY WEDS FOODS CO.","450 SUPERIOR BLVD.   MISSISSAUGA ON L5T 2R9","   "," 6fx 11D","(905) 670-7776 (905) 670-7751/F",43.650771,-79.689389,1,rooftop,"450 Superior Blvd",,"Mississauga, ON L5T",450,"Superior Blvd",,,Mississauga,ON,,L5T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
356A,"OLYMEL S.E.C./OLYMEL L.P.Also Doing Business As Name:   ALPINA SALAMI : SALAMI ALPINA : NOSTRANO : CHARCUTERIE NOUVELLE FRANCE : SANTA CROCE : LA CIE SALAMI VENITIEN MONTREAL : VENITIAN SALAMIE CO MONTREAL : LA COMPAGNIE SALAMI VENITIEN","975 RUE BERLIER;   LAVAL QC H7L 3V4","1020 BOUL; MICHELE-BOHEC   BLAINVILLE QC J7C 5E2"," 6x","(450) 662-1717 (450) 662-1747/F",45.58912,-73.738449,1,rooftop,"975 Rue Berlier",,"Laval, QC H7L",975,"Rue Berlier",,,Laval,QC,,H7L,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
357,"LES ALIMENTS CHATEL INC.*","383 RUE BRIDGE   MONTREAL QC H3K 2C7","   "," 3x 6x 9B/US 11DA","(514) 935-5446 (514) 935-1528/F (514) 846-7092/I",45.487806,-73.554705,1,rooftop,"383 Rue Brg",,"Montreal, QC H3K",383,"Rue Brg",,,Montreal,QC,,H3K,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
359,"LA FERNANDIERE S.E.CAlso Doing Business As Name:   3RIVERS SAUSAGE","12500; BOULEVARD LOUIS-LORANGER   TROIS-RIVIERES QC G9B 0L9","   "," 6fx 11D","(819) 374-6977 (819) 374-4473",46.339268,-72.636985,1,rooftop,"12500 Louis-Loranger Blvd",,"Trois-Rivieres, QC G9B",12500,"Louis-Loranger Blvd",,,Trois-Rivieres,QC,,G9B,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
360,"NORTHERN FAMILY HOLDINGS LTD.Also Doing Business As Name:   COUNTRY PRIME MEATS LTD.","DISTRICT LOTS 697;4983;4593;216 LILLOOET DISTRICT  LAC LA HACHE BC V0K 1T1","3171 HWY 97   LAC LA HACHE BC V0K 1T1"," 6fx 11DS","(250) 396-4111 (250) 396-4110/F",51.813142,-121.473261,0.5,place,,,"Lac La Hache, BC V0K",,,,,"Lac La Hache",BC,,V0K,CA,"CanVec+ by Natural Resources Canada"
361,"FG DELI GROUP LTD.","27101-56TH AVENUE   LANGLEY BC V4W 3Y4","   "," 3fx 6fx 11AD","(604) 607-7426 (604) 607-7461/F",49.104362,-122.473454,1,rooftop,"27101 56th Ave",,"Langley, BC V4W",27101,"56th Ave",,,Langley,BC,,V4W,CA,"Langley (Township of Langley Open Government License – Township of Langley 2.0)"
366,"7164220 CANADA INC.Also Doing Business As Name:   GLATT'S KOSHER MEAT PRODUCTS; LES PRODUITS DE VIANDE KASCHER GLATT; SHLOIMIE; SHLOIMIE'S","8600 8E AVENUE   MONTR�AL QC H1Z 2W4","8610 8E AVENUE   MONTREAL QC H1Z 2W4"," 3x 6x 11DKL","(514) 274-9477 (514) 274-8073/F",45.565762,-73.620866,1,rooftop,"8600 8E Ave",,"Montreal, QC H1Z",8600,"8E Ave",,,Montreal,QC,,H1Z,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
367,"OSI SELECT READY FOODS INC.Also Doing Business As Name:   SELECT READY FOODS INC.","8310 YELLOWHEAD TRAIL   EDMONTON AB T5B 1G5","   "," 6fx 11D","(780) 414-2036 (780) 483-1440/F",53.582195,-113.471325,1,rooftop,"8310 Yellowhead Trl NW",,"Edmonton, AB T5B",8310,"Yellowhead Trl NW",,,Edmonton,AB,,T5B,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
368,"NESTL� CANADA INC.","1 DOUGLAS ROAD   TRENTON ON K8V 5S7","P.O. BOX 1800   TRENTON ON K8V 5S7"," 6fx 11D","(613) 394-3328 (613) 394-4712/F Ext. 242/I",44.128305,-77.58182,1,rooftop,"1 Douglas Rd",,"Trenton, ON K8V",1,"Douglas Rd",,,Trenton,ON,,K8V,CA,"Quinte West"
371,"MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER : J.M. SCHNEIDER : MITCHELL'S GOURMET FOODS : HUB MEAT PACKERS : LARSEN PACKERS : COLD SPRING FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORS","333 COURTNEY PARK DRIVE; EAST   MISSISSAUGA ON L5T 2T6","6985 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A1"," 6fx 11AD","(905) 565-9388 (905) 565-1955/F (905) 565-9388/I",43.644193,-79.686897,1,rooftop,"333 Courtneypark Dr E",,"Mississauga, ON L5T",333,"Courtneypark Dr E",,,Mississauga,ON,,L5T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
373,"Premier Kosher Inc.","1607 Abingdon Road   Abingdon ON L0R 1E0","2659 Industrial Park Road   Smithville ON L0R 2A0","1fj 3f 6f(20; 23)",905-961-8357,43.078848,-79.682541,1,rooftop,"1607 Abingdon Rd",,"Caistor Centre, ON L0R",1607,"Abingdon Rd",,,"Caistor Centre",ON,,L0R,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
374,"SOFINA FOODS INC./ ALIMENTS SOFINA INC.Also Doing Business As Name:   JANES FAMILY FOODS","3340 ORLANDO DRIVE   MISSISSAUGA ON L4V 1C7","100 COMMERCE VALLEY DRIVE WEST   MARKHAM ON L3T 0A1"," 6f","(905) 673-7145 (   )    -",43.701737,-79.621588,1,rooftop,"3340 Orlando Dr",,"Mississauga, ON L4V",3340,"Orlando Dr",,,Mississauga,ON,,L4V,CA,"Peel Region"
375,"RAMICO FOODS INC.","8245; RUE DU CREUSOT   SAINT-L�ONARD QC H1P 2A2","   "," 2fx 11D","(514) 329-1844 (514) 329-5096/F",45.598576,-73.583102,1,rooftop,"8245 Rue Du Creusot",,"Saint-Leonard, QC H1P",8245,"Rue Du Creusot",,,Saint-Leonard,QC,,H1P,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
377,"CHARCUTERIE PARISIENNE INC.*","6910 RUE MARCONI   MONTREAL QC H2S 3K1","   "," 3fx 4Y 6fx","(514) 274-9375 (514) 274-9379/F",45.530654,-73.617296,1,rooftop,"6910 Rue Marconi",,"Montreal, QC H2S",6910,"Rue Marconi",,,Montreal,QC,,H2S,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
378,"LES ALIMENTS ROMA LT�E/ROMA FOOD PRODUCTS LTD.","660 RUE WRIGHT   SAINT-LAURENT QC H4N 1M6","   "," 6x 11D","(514) 332-0340 (514) 332-0163 (514) 334-0926/F",45.529284,-73.662849,1,rooftop,"660 Rue Wright",,"Saint-Laurent, QC H4N",660,"Rue Wright",,,Saint-Laurent,QC,,H4N,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
379,"LES PRODUITS ALIMENTAIRES BOUCHARD INC.","476; RUE ST-ISIDORE   M�TABETCHOUAN; LAC-A-LA CROIX QC G8G 2K2","   "," 3x 6fx","(418) 349-2744 (418) 349-8283/F",48.402217,-71.786081,1,rooftop,"476 Rue Saint-Isidore",,"Metabetchouan-Lac-A-La-Croix, QC G8G",476,"Rue Saint-Isidore",,,Metabetchouan-Lac-A-La-Croix,QC,,G8G,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
